"Links","Time","Nome","PPG","RPG","APG","Altura","Peso","País","Idade","Data_de_nascimento","DRAFT","Experiência"
"https://www.nba.com/player/1641748/andre-jackson-jr/","Milwaukee Bucks | #44 | Guard","Andre
Jackson Jr.","3.6","2.9","1.3","6'6"" (1.98m)","209lb (95kg)","USA","23 years","November 13, 2001","2023 R2 Pick 36","1 Year"
"https://www.nba.com/player/1628991/jaren-jackson-jr/","Memphis Grizzlies | #13 | Forward-Center","Jaren
Jackson Jr.","22.4","5.7","2.1","6'10"" (2.08m)","242lb (110kg)","USA","25 years","September 15, 1999","2018 R1 Pick 4","6 Years"
"https://www.nba.com/player/1631218/trayce-jackson-davis/","Golden State Warriors | #32 | Forward","Trayce
Jackson-Davis","6.9","5.4","1.8","6'9"" (2.06m)","245lb (111kg)","USA","25 years","February 22, 2000","2023 R2 Pick 57","1 Year"
"https://www.nba.com/player/1642355/bronny-james/","Los Angeles Lakers | #9 | Guard","Bronny
James","2.3","0.6","0.6","6'3"" (1.91m)","210lb (95kg)","USA","20 years","October 6, 2004","2024 R2 Pick 55","Rookie"
"https://www.nba.com/player/2544/lebron-james/","Los Angeles Lakers | #23 | Forward","LeBron
James","24.9","8.2","8.5","6'9"" (2.06m)","250lb (113kg)","USA","40 years","December 30, 1984","2003 R1 Pick 1","21 Years"
"https://www.nba.com/player/1631170/jaime-jaquez-jr/","Miami Heat | #11 | Guard","Jaime
Jaquez Jr.","8.6","4.5","2.5","6'6"" (1.98m)","225lb (102kg)","USA","24 years","February 18, 2001","2023 R1 Pick 18","1 Year"
"https://www.nba.com/player/1629610/daquan-jeffries/","Charlotte Hornets | #3 | Guard-Forward","DaQuan
Jeffries","6.3","2.7","1.1","6'5"" (1.96m)","222lb (101kg)","USA","27 years","August 30, 1997","Undrafted","5 Years"
"https://www.nba.com/player/1641998/trey-jemison-iii/","Los Angeles Lakers | #55 | Center","Trey
Jemison III","2.8","2.9","0.4","6'11"" (2.11m)","270lb (122kg)","USA","25 years","November 28, 1999","Undrafted","1 Year"
"https://www.nba.com/player/1642450/daniss-jenkins/","Detroit Pistons | #24 | Guard","Daniss
Jenkins","--","--","--","6'3"" (1.91m)","165lb (75kg)","USA","23 years","August 17, 2001","Undrafted","Rookie"
"https://www.nba.com/player/1629660/ty-jerome/","Cleveland Cavaliers | #2 | Guard-Forward","Ty
Jerome","12.0","2.5","3.4","6'5"" (1.96m)","195lb (88kg)","USA","27 years","July 8, 1997","2019 R1 Pick 24","5 Years"
"https://www.nba.com/player/1630198/isaiah-joe/","Oklahoma City Thunder | #11 | Guard","Isaiah
Joe","9.8","2.6","1.5","6'3"" (1.91m)","165lb (75kg)","USA","25 years","July 2, 1999","2020 R2 Pick 49","4 Years"
"https://www.nba.com/player/1642358/aj-johnson/","Washington Wizards | #5 | Guard","AJ
Johnson","5.0","1.5","2.2","6'5"" (1.96m)","160lb (73kg)","USA","20 years","December 1, 2004","2024 R1 Pick 23","Rookie"
"https://www.nba.com/player/1629661/cameron-johnson/","Brooklyn Nets | #2 | Forward","Cameron
Johnson","19.0","4.4","3.2","6'8"" (2.03m)","210lb (95kg)","USA","29 years","March 3, 1996","2019 R1 Pick 11","5 Years"
"https://www.nba.com/player/1630552/jalen-johnson/","Atlanta Hawks | #1 | Forward","Jalen
Johnson","18.9","10.0","5.0","6'8"" (2.03m)","219lb (99kg)","USA","23 years","December 18, 2001","2021 R1 Pick 20","3 Years"
"https://www.nba.com/player/201949/james-johnson/","Indiana Pacers | #16 | Forward","James
Johnson","0.7","0.5","0.3","6'7"" (2.01m)","240lb (109kg)","USA","38 years","February 20, 1987","2009 R1 Pick 16","15 Years"
"https://www.nba.com/player/1629640/keldon-johnson/","San Antonio Spurs | #0 | Forward-Guard","Keldon
Johnson","12.6","4.6","1.5","6'5"" (1.96m)","220lb (100kg)","USA","25 years","October 11, 1999","2019 R1 Pick 29","5 Years"
"https://www.nba.com/player/1630553/keon-johnson/","Brooklyn Nets | #45 | Guard","Keon
Johnson","10.2","3.7","2.0","6'5"" (1.96m)","185lb (84kg)","USA","23 years","March 10, 2002","2021 R1 Pick 21","3 Years"
"https://www.nba.com/player/1642352/keshad-johnson/","Miami Heat | #16 | Forward","Keshad
Johnson","1.6","1.7","0.3","6'7"" (2.01m)","225lb (102kg)","USA","23 years","June 23, 2001","Undrafted","Rookie"
"https://www.nba.com/player/203999/nikola-jokic/","Denver Nuggets | #15 | Center","Nikola
Joki?","29.1","12.8","10.3","6'11"" (2.11m)","284lb (129kg)","Serbia","30 years","February 19, 1995","2014 R2 Pick 41","9 Years"
"https://www.nba.com/player/1641732/colby-jones/","Washington Wizards | #1 | Guard","Colby
Jones","2.1","1.2","0.6","6'6"" (1.98m)","207lb (94kg)","USA","22 years","May 28, 2002","2023 R2 Pick 34","1 Year"
"https://www.nba.com/player/1641794/dillon-jones/","Oklahoma City Thunder | #3 | Forward","Dillon
Jones","2.3","2.1","1.0","6'5"" (1.96m)","235lb (107kg)","USA","23 years","October 29, 2001","2024 R1 Pick 26","Rookie"
"https://www.nba.com/player/1630529/herbert-jones/","New Orleans Pelicans | #2 | Forward","Herbert
Jones","10.3","3.9","3.3","6'7"" (2.01m)","206lb (93kg)","USA","26 years","October 6, 1998","2021 R2 Pick 35","3 Years"
"https://www.nba.com/player/1642403/isaac-jones/","Sacramento Kings | #3 | Forward","Isaac
Jones","3.7","1.5","0.3","6'9"" (2.06m)","245lb (111kg)","USA","24 years","July 11, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1630539/kai-jones/","Dallas Mavericks | #23 | Center-Forward","Kai
Jones","3.5","2.3","0.5","6'11"" (2.11m)","221lb (100kg)","Bahamas","24 years","January 19, 2001","2021 R1 Pick 19","2 Years"
"https://www.nba.com/player/1630222/mason-jones/","Sacramento Kings | #15 | Guard","Mason
Jones","2.6","0.9","1.1","6'4"" (1.93m)","200lb (91kg)","USA","26 years","July 21, 1998","Undrafted","3 Years"
"https://www.nba.com/player/1642461/spencer-jones/","Denver Nuggets | #21 | Forward","Spencer
Jones","1.3","0.7","0.1","6'7"" (2.01m)","225lb (102kg)","USA","23 years","June 14, 2001","Undrafted","Rookie"
"https://www.nba.com/player/1630200/tre-jones/","Chicago Bulls | #30 | Guard","Tre
Jones","7.2","2.5","4.2","6'1"" (1.85m)","185lb (84kg)","USA","25 years","January 8, 2000","2020 R2 Pick 41","4 Years"
"https://www.nba.com/player/1626145/tyus-jones/","Phoenix Suns | #21 | Guard","Tyus
Jones","10.5","2.4","5.6","6'1"" (1.85m)","196lb (89kg)","USA","28 years","May 10, 1996","2015 R1 Pick 24","9 Years"
"https://www.nba.com/player/1627884/derrick-jones-jr/","LA Clippers | #55 | Forward","Derrick
Jones Jr.","10.4","3.4","0.8","6'6"" (1.98m)","210lb (95kg)","USA","28 years","February 15, 1997","Undrafted","8 Years"
"https://www.nba.com/player/201599/deandre-jordan/","Denver Nuggets | #6 | Center","DeAndre
Jordan","3.3","4.7","0.8","6'11"" (2.11m)","265lb (120kg)","USA","36 years","July 21, 1988","2008 R2 Pick 35","16 Years"
"https://www.nba.com/player/202709/cory-joseph/","Orlando Magic | #10 | Guard","Cory
Joseph","3.0","1.1","1.1","6'2"" (1.88m)","200lb (91kg)","Canada","33 years","August 20, 1991","2011 R1 Pick 29","13 Years"
"https://www.nba.com/player/1631107/nikola-jovic/","Miami Heat | #5 | Forward","Nikola
Jovi?","10.7","3.9","2.8","6'10"" (2.08m)","205lb (93kg)","Serbia","21 years","June 9, 2003","2022 R1 Pick 27","2 Years"
"https://www.nba.com/player/1630548/johnny-juzang/","Utah Jazz | #33 | Guard","Johnny
Juzang","8.1","2.8","0.9","6'5"" (1.96m)","226lb (103kg)","USA","24 years","March 17, 2001","Undrafted","2 Years"
"https://www.nba.com/player/1642530/yuki-kawamura/","Memphis Grizzlies | #17 | Guard","Yuki
Kawamura","1.2","0.4","0.7","5'8"" (1.73m)","159lb (72kg)","Japan","23 years","May 2, 2001","Undrafted","Rookie"
"https://www.nba.com/player/1630283/kylor-kelley/",,"Kylor
Kelley","3.0","2.6","0.3","7'0"" (2.13m)","230lb (104kg)","USA","27 years","August 26, 1997","Undrafted","Rookie"
"https://www.nba.com/player/1628379/luke-kennard/","Memphis Grizzlies | #10 | Guard","Luke
Kennard","9.6","2.8","3.4","6'5"" (1.96m)","206lb (93kg)","USA","28 years","June 24, 1996","2017 R1 Pick 12","7 Years"
"https://www.nba.com/player/1631117/walker-kessler/","Utah Jazz | #24 | Center","Walker
Kessler","11.4","12.3","1.7","7'0"" (2.13m)","245lb (111kg)","USA","23 years","July 26, 2001","2022 R1 Pick 22","2 Years"
"https://www.nba.com/player/1630296/braxton-key/","Golden State Warriors | #12 | Forward","Braxton
Key","1.1","0.9","0.5","6'8"" (2.03m)","225lb (102kg)","USA","28 years","February 14, 1997","Undrafted","3 Years"
"https://www.nba.com/player/1630557/corey-kispert/","Washington Wizards | #24 | Forward","Corey
Kispert","11.6","3.0","1.7","6'6"" (1.98m)","224lb (102kg)","USA","26 years","March 3, 1999","2021 R1 Pick 15","3 Years"
"https://www.nba.com/player/1628467/maxi-kleber/","Los Angeles Lakers | #14 | Forward","Maxi
Kleber","3.0","2.8","1.3","6'10"" (2.08m)","240lb (109kg)","Germany","33 years","January 29, 1992","Undrafted","7 Years"
"https://www.nba.com/player/1641752/bobi-klintman/","Detroit Pistons | #34 | Forward","Bobi
Klintman","--","0.7","0.2","6'9"" (2.06m)","225lb (102kg)","Sweden","22 years","March 6, 2003","2024 R2 Pick 37","Rookie"
"https://www.nba.com/player/1642261/dalton-knecht/","Los Angeles Lakers | #4 | Forward","Dalton
Knecht","9.6","3.0","0.9","6'6"" (1.98m)","215lb (98kg)","USA","23 years","April 19, 2001","2024 R1 Pick 17","Rookie"
"https://www.nba.com/player/1628995/kevin-knox-ii/",,"Kevin
Knox II","4.0","1.6","0.6","6'8"" (2.03m)","215lb (98kg)","USA","25 years","August 11, 1999","2018 R1 Pick 9","6 Years"
"https://www.nba.com/player/1642278/tyler-kolek/","New York Knicks | #13 | Guard","Tyler
Kolek","1.8","0.5","0.9","6'3"" (1.91m)","195lb (88kg)","USA","23 years","March 27, 2001","2024 R2 Pick 34","Rookie"
"https://www.nba.com/player/1631132/christian-koloko/","Los Angeles Lakers | #10 | Center","Christian
Koloko","2.5","2.4","0.5","7'0"" (2.13m)","225lb (102kg)","Cameroon","24 years","June 20, 2000","2022 R2 Pick 33","1 Year"
"https://www.nba.com/player/1629723/john-konchar/","Memphis Grizzlies | #46 | Guard","John
Konchar","2.4","3.3","0.9","6'5"" (1.96m)","210lb (95kg)","USA","29 years","March 22, 1996","Undrafted","5 Years"
"https://www.nba.com/player/1628436/luke-kornet/","Boston Celtics | #40 | Center-Forward","Luke
Kornet","5.2","5.0","1.5","7'1"" (2.16m)","250lb (113kg)","USA","29 years","July 15, 1995","Undrafted","7 Years"
"https://www.nba.com/player/1630249/vit-krejci/","Atlanta Hawks | #27 | Guard","V�t
Krej?�","6.9","2.6","2.7","6'8"" (2.03m)","195lb (88kg)","Czech Republic","24 years","June 19, 2000","2020 R2 Pick 37","3 Years"
"https://www.nba.com/player/1630228/jonathan-kuminga/","Golden State Warriors | #00 | Forward","Jonathan
Kuminga","16.3","4.7","2.3","6'7"" (2.01m)","225lb (102kg)","DRC","22 years","October 6, 2002","2021 R1 Pick 7","3 Years"
"https://www.nba.com/player/1628398/kyle-kuzma/","Milwaukee Bucks | #18 | Forward","Kyle
Kuzma","14.7","6.2","2.3","6'9"" (2.06m)","221lb (100kg)","USA","29 years","July 24, 1995","2017 R1 Pick 27","7 Years"
"https://www.nba.com/player/1627746/skal-labissiere/",,"Skal
Labissiere","1.3","0.8","0.3","6'10"" (2.08m)","235lb (107kg)","Haiti","29 years","March 18, 1996","2016 R1 Pick 28","4 Years"
"https://www.nba.com/player/1629111/jock-landale/","Houston Rockets | #2 | Center","Jock
Landale","4.0","3.1","0.8","6'11"" (2.11m)","255lb (116kg)","Australia","29 years","October 25, 1995","Undrafted","3 Years"
"https://www.nba.com/player/1631222/jake-laravia/","Sacramento Kings | #33 | Forward","Jake
LaRavia","7.0","4.0","2.4","6'7"" (2.01m)","235lb (107kg)","USA","23 years","November 3, 2001","2022 R1 Pick 19","2 Years"
"https://www.nba.com/player/1641796/pelle-larsson/","Miami Heat | #9 | Guard","Pelle
Larsson","3.9","1.4","0.9","6'5"" (1.96m)","215lb (98kg)","Sweden","24 years","February 23, 2001","2024 R2 Pick 44","Rookie"
"https://www.nba.com/player/203897/zach-lavine/","Sacramento Kings | #8 | Guard","Zach
LaVine","23.2","4.5","4.3","6'5"" (1.96m)","200lb (91kg)","USA","30 years","March 10, 1995","2014 R1 Pick 13","10 Years"
"https://www.nba.com/player/1630639/aj-lawson/","Toronto Raptors | #0 | Guard","A.J.
Lawson","9.1","3.2","0.9","6'6"" (1.98m)","179lb (81kg)","Canada","24 years","July 15, 2000","Undrafted","2 Years"
"https://www.nba.com/player/1627814/damion-lee/","Phoenix Suns | #10 | Guard-Forward","Damion
Lee","3.3","0.8","0.5","6'6"" (1.98m)","210lb (95kg)","USA","32 years","October 21, 1992","Undrafted","6 Years"
"https://www.nba.com/player/203458/alex-len/","Los Angeles Lakers | #27 | Center","Alex
Len","1.6","2.1","0.8","7'0"" (2.13m)","250lb (113kg)","Ukraine","31 years","June 16, 1993","2013 R1 Pick 5","11 Years"
"https://www.nba.com/player/202695/kawhi-leonard/","LA Clippers | #2 | Forward","Kawhi
Leonard","19.7","5.4","3.0","6'7"" (2.01m)","225lb (102kg)","USA","33 years","June 29, 1991","2011 R1 Pick 15","12 Years"
"https://www.nba.com/player/1642502/malevy-leons/",,"Malevy
Leons","0.3","0.5","0.2","6'9"" (2.06m)","210lb (95kg)","Netherlands","25 years","September 23, 1999","Undrafted","Rookie"
"https://www.nba.com/player/1627747/caris-levert/","Atlanta Hawks | #3 | Guard","Caris
LeVert","11.9","3.1","3.4","6'6"" (1.98m)","205lb (93kg)","USA","30 years","August 25, 1994","2016 R1 Pick 20","8 Years"
"https://www.nba.com/player/1641721/maxwell-lewis/","Brooklyn Nets | #27 | Forward","Maxwell
Lewis","2.7","1.2","0.5","6'7"" (2.01m)","215lb (98kg)","USA","22 years","July 27, 2002","2023 R2 Pick 40","1 Year"
"https://www.nba.com/player/1630604/ej-liddell/","Chicago Bulls | #32 | Forward","E.J.
Liddell","2.1","0.7","0.4","6'6"" (1.98m)","240lb (109kg)","USA","24 years","December 18, 2000","2022 R2 Pick 41","1 Year"
"https://www.nba.com/player/203081/damian-lillard/","Milwaukee Bucks | #0 | Guard","Damian
Lillard","24.9","4.7","7.1","6'2"" (1.88m)","195lb (88kg)","USA","34 years","July 15, 1990","2012 R1 Pick 6","12 Years"
"https://www.nba.com/player/1641726/dereck-lively-ii/","Dallas Mavericks | #2 | Center","Dereck
Lively II","9.1","7.8","2.6","7'1"" (2.16m)","230lb (104kg)","USA","21 years","February 12, 2004","2023 R1 Pick 12","1 Year"
"https://www.nba.com/player/1641753/chris-livingston/","Milwaukee Bucks | #7 | Forward","Chris
Livingston","1.2","1.4","0.1","6'6"" (1.98m)","220lb (100kg)","USA","21 years","October 15, 2003","2023 R2 Pick 58","1 Year"
"https://www.nba.com/player/1626172/kevon-looney/","Golden State Warriors | #5 | Forward","Kevon
Looney","4.7","6.3","1.6","6'9"" (2.06m)","222lb (101kg)","USA","29 years","February 6, 1996","2015 R1 Pick 30","9 Years"
"https://www.nba.com/player/201572/brook-lopez/","Milwaukee Bucks | #11 | Center","Brook
Lopez","12.7","5.0","1.7","7'1"" (2.16m)","282lb (128kg)","USA","36 years","April 1, 1988","2008 R1 Pick 10","16 Years"
"https://www.nba.com/player/201567/kevin-love/","Miami Heat | #42 | Forward-Center","Kevin
Love","5.3","4.1","1.0","6'8"" (2.03m)","251lb (114kg)","USA","36 years","September 7, 1988","2008 R1 Pick 5","16 Years"
"https://www.nba.com/player/200768/kyle-lowry/","Philadelphia 76ers | #7 | Guard","Kyle
Lowry","4.0","2.0","2.8","6'0"" (1.83m)","196lb (89kg)","USA","38 years","March 25, 1986","2006 R1 Pick 24","18 Years"
"https://www.nba.com/player/1641754/seth-lundy/","LA Clippers | #5 | Guard-Forward","Seth
Lundy","1.6","0.8","--","6'4"" (1.93m)","220lb (100kg)","USA","24 years","April 2, 2000","2023 R2 Pick 46","1 Year"
"https://www.nba.com/player/1626168/trey-lyles/","Sacramento Kings | #41 | Forward","Trey
Lyles","6.5","4.6","1.2","6'9"" (2.06m)","234lb (106kg)","Canada","29 years","November 5, 1995","2015 R1 Pick 12","9 Years"
"https://www.nba.com/player/1630572/sandro-mamukelashvili/","San Antonio Spurs | #54 | Forward-Center","Sandro
Mamukelashvili","5.6","2.6","0.6","6'9"" (2.06m)","240lb (109kg)","Georgia","25 years","May 23, 1999","2021 R2 Pick 54","3 Years"
"https://www.nba.com/player/1629611/terance-mann/","Atlanta Hawks | #14 | Guard-Forward","Terance
Mann","7.2","2.9","1.8","6'5"" (1.96m)","215lb (98kg)","USA","28 years","October 18, 1996","2019 R2 Pick 48","5 Years"
"https://www.nba.com/player/1630544/tre-mann/","Charlotte Hornets | #23 | Guard","Tre
Mann","14.1","2.9","3.0","6'3"" (1.91m)","178lb (81kg)","USA","24 years","February 3, 2001","2021 R1 Pick 18","3 Years"
"https://www.nba.com/player/1628374/lauri-markkanen/","Utah Jazz | #23 | Forward-Center","Lauri
Markkanen","19.0","5.9","1.5","7'0"" (2.13m)","240lb (109kg)","Finland","27 years","May 22, 1997","2017 R1 Pick 7","7 Years"
"https://www.nba.com/player/1630230/naji-marshall/","Dallas Mavericks | #13 | Forward","Naji
Marshall","12.9","4.8","2.9","6'6"" (1.98m)","220lb (100kg)","USA","27 years","January 24, 1998","Undrafted","4 Years"
"https://www.nba.com/player/1628997/caleb-martin/","Dallas Mavericks | #16 | Forward","Caleb
Martin","8.4","4.1","2.2","6'5"" (1.96m)","205lb (93kg)","USA","29 years","September 28, 1995","Undrafted","5 Years"
"https://www.nba.com/player/1628998/cody-martin/","Phoenix Suns | #17 | Forward","Cody
Martin","7.5","4.5","2.2","6'6"" (1.98m)","205lb (93kg)","USA","29 years","September 28, 1995","2019 R2 Pick 36","5 Years"
"https://www.nba.com/player/1641798/jaylen-martin/","Washington Wizards | #4 | Guard","Jaylen
Martin","3.3","2.1","0.4","6'6"" (1.98m)","216lb (98kg)","USA","21 years","January 28, 2004","Undrafted","Rookie"
"https://www.nba.com/player/1630231/kj-martin/","Utah Jazz | #99 | Forward","KJ
Martin","6.5","3.1","1.0","6'6"" (1.98m)","215lb (98kg)","USA","24 years","January 6, 2001","2020 R2 Pick 52","4 Years"
"https://www.nba.com/player/1631213/tyrese-martin/","Brooklyn Nets | #13 | Forward","Tyrese
Martin","8.5","3.6","1.9","6'6"" (1.98m)","215lb (98kg)","USA","26 years","March 7, 1999","2022 R2 Pick 51","1 Year"
"https://www.nba.com/player/1629726/garrison-mathews/","Atlanta Hawks | #24 | Guard","Garrison
Mathews","7.6","1.8","1.3","6'6"" (1.98m)","215lb (98kg)","USA","28 years","October 24, 1996","Undrafted","5 Years"
"https://www.nba.com/player/1631097/bennedict-mathurin/","Indiana Pacers | #00 | Guard-Forward","Bennedict
Mathurin","16.2","5.4","1.9","6'5"" (1.96m)","210lb (95kg)","Canada","22 years","June 19, 2002","2022 R1 Pick 6","2 Years"
"https://www.nba.com/player/1631255/karlo-matkovic/","New Orleans Pelicans | #17 | Forward-Center","Karlo
Matkovi?","6.4","4.6","1.0","6'10"" (2.08m)","231lb (105kg)","Bosnia and Herzegovina","23 years","March 30, 2001","2022 R2 Pick 52","Rookie"
"https://www.nba.com/player/1630178/tyrese-maxey/","Philadelphia 76ers | #0 | Guard","Tyrese
Maxey","26.3","3.3","6.1","6'2"" (1.88m)","200lb (91kg)","USA","24 years","November 4, 2000","2020 R1 Pick 21","4 Years"
"https://www.nba.com/player/1630540/miles-mcbride/","New York Knicks | #2 | Guard","Miles
McBride","9.4","2.5","2.9","6'1"" (1.85m)","195lb (88kg)","USA","24 years","September 8, 2000","2021 R2 Pick 36","3 Years"
"https://www.nba.com/player/1642272/jared-mccain/","Philadelphia 76ers | #20 | Guard","Jared
McCain","15.3","2.4","2.6","6'3"" (1.91m)","195lb (88kg)","USA","21 years","February 20, 2004","2024 R1 Pick 16","Rookie"
"https://www.nba.com/player/1630644/mac-mcclung/","Orlando Magic | #8 | Guard","Mac
McClung","--","0.5","1.5","6'2"" (1.88m)","185lb (84kg)","USA","26 years","January 6, 1999","Undrafted","2 Years"
"https://www.nba.com/player/203468/cj-mccollum/","New Orleans Pelicans | #3 | Guard","CJ
McCollum","20.8","3.8","4.0","6'3"" (1.91m)","190lb (86kg)","USA","33 years","September 19, 1991","2013 R1 Pick 10","11 Years"
"https://www.nba.com/player/204456/tj-mcconnell/","Indiana Pacers | #9 | Guard","T.J.
McConnell","9.2","2.4","4.5","6'1"" (1.85m)","190lb (86kg)","USA","32 years","March 25, 1992","2015 ","9 Years"
"https://www.nba.com/player/1641755/kevin-mccullar-jr/","New York Knicks | #9 | Guard","Kevin
McCullar Jr.","--","--","--","6'6"" (1.98m)","210lb (95kg)","USA","24 years","March 15, 2001","2024 R2 Pick 56","Rookie"
"https://www.nba.com/player/1630183/jaden-mcdaniels/","Minnesota Timberwolves | #3 | Forward","Jaden
McDaniels","12.7","6.0","2.1","6'9"" (2.06m)","185lb (84kg)","USA","24 years","September 29, 2000","2020 R1 Pick 28","4 Years"
"https://www.nba.com/player/1629667/jalen-mcdaniels/",,"Jalen
McDaniels","--","--","0.3","6'9"" (2.06m)","190lb (86kg)","USA","27 years","January 31, 1998","2019 R2 Pick 52","5 Years"
"https://www.nba.com/player/203926/doug-mcdermott/","Sacramento Kings | #7 | Forward","Doug
McDermott","3.1","0.5","0.1","6'6"" (1.98m)","225lb (102kg)","USA","33 years","January 3, 1992","2014 R1 Pick 11","10 Years"
"https://www.nba.com/player/1631121/bryce-mcgowens/","Portland Trail Blazers | #11 | Guard","Bryce
McGowens","1.0","0.2","0.2","6'6"" (1.98m)","190lb (86kg)","USA","22 years","November 8, 2002","2022 R2 Pick 40","2 Years"
"https://www.nba.com/player/1629162/jordan-mclaughlin/","San Antonio Spurs | #11 | Guard","Jordan
McLaughlin","1.9","0.6","0.9","6'0"" (1.83m)","185lb (84kg)","USA","28 years","April 9, 1996","Undrafted","5 Years"
"https://www.nba.com/player/1629098/jack-mcveigh/","Houston Rockets | #58 | Guard-Forward","Jack
McVeigh","2.0","0.6","0.1","6'8"" (2.03m)","215lb (98kg)","Australia","28 years","June 27, 1996","Undrafted","Rookie"
"https://www.nba.com/player/1629001/deanthony-melton/","Brooklyn Nets | #14 | Guard","De'Anthony
Melton","10.3","3.3","2.8","6'3"" (1.91m)","200lb (91kg)","USA","26 years","May 28, 1998","2018 R2 Pick 46","6 Years"
"https://www.nba.com/player/1630241/sam-merrill/","Cleveland Cavaliers | #5 | Guard","Sam
Merrill","7.0","2.1","1.4","6'4"" (1.93m)","205lb (93kg)","USA","28 years","May 15, 1996","2020 R2 Pick 60","4 Years"
"https://www.nba.com/player/203995/vasilije-micic/","Phoenix Suns | #18 | Guard","Vasilije
Mici?","7.1","2.3","3.3","6'3"" (1.91m)","188lb (85kg)","Serbia","31 years","January 13, 1994","2014 R2 Pick 52","1 Year"
"https://www.nba.com/player/203114/khris-middleton/","Washington Wizards | #32 | Forward","Khris
Middleton","12.1","3.8","4.1","6'7"" (2.01m)","222lb (101kg)","USA","33 years","August 12, 1991","2012 R2 Pick 39","12 Years"
"https://www.nba.com/player/1641706/brandon-miller/","Charlotte Hornets | #24 | Forward","Brandon
Miller","21.0","4.9","3.6","6'7"" (2.01m)","200lb (91kg)","USA","22 years","November 22, 2002","2023 R1 Pick 2","1 Year"
"https://www.nba.com/player/1641801/emanuel-miller/","Chicago Bulls | #20 | Forward","Emanuel
Miller","--","--","--","6'7"" (2.01m)","215lb (98kg)","Canada","24 years","June 19, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1641757/jordan-miller/","LA Clippers | #11 | Guard","Jordan
Miller","4.4","1.7","1.0","6'5"" (1.96m)","194lb (88kg)","USA","25 years","January 23, 2000","2023 R2 Pick 48","1 Year"
"https://www.nba.com/player/1631159/leonard-miller/","Minnesota Timberwolves | #33 | Forward","Leonard
Miller","1.8","1.1","--","6'10"" (2.08m)","220lb (100kg)","Canada","21 years","November 26, 2003","2023 R2 Pick 33","1 Year"
"https://www.nba.com/player/201988/patty-mills/","LA Clippers | #88 | Guard","Patty
Mills","3.6","0.8","1.0","6'2"" (1.88m)","180lb (82kg)","Australia","36 years","August 11, 1988","2009 R2 Pick 55","15 Years"
"https://www.nba.com/player/1629003/shake-milton/","Los Angeles Lakers | #20 | Guard","Shake
Milton","5.6","1.9","1.9","6'5"" (1.96m)","205lb (93kg)","USA","28 years","September 26, 1996","2018 R2 Pick 54","6 Years"
"https://www.nba.com/player/1631303/justin-minaya/","Portland Trail Blazers | #10 | Forward","Justin
Minaya","--","0.4","0.2","6'5"" (1.96m)","205lb (93kg)","USA","25 years","March 26, 1999","Undrafted","2 Years"
"https://www.nba.com/player/1642434/riley-minix/","San Antonio Spurs | #27 | Forward","Riley
Minix","--","2.0","--","6'7"" (2.01m)","230lb (104kg)","USA","24 years","September 22, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1631169/josh-minott/","Minnesota Timberwolves | #8 | Forward","Josh
Minott","2.3","1.1","0.4","6'8"" (2.03m)","205lb (93kg)","USA","22 years","November 25, 2002","2022 R2 Pick 45","2 Years"
"https://www.nba.com/player/1642274/yves-missi/","New Orleans Pelicans | #21 | Center","Yves
Missi","8.8","8.0","1.3","6'11"" (2.11m)","235lb (107kg)","Cameroon","20 years","May 14, 2004","2024 R1 Pick 21","Rookie"
"https://www.nba.com/player/1642349/ajay-mitchell/","Oklahoma City Thunder | #25 | Guard","Ajay
Mitchell","6.4","2.0","1.7","6'5"" (1.96m)","190lb (86kg)","Belgium","22 years","June 25, 2002","2024 R2 Pick 38","Rookie"
"https://www.nba.com/player/1630558/davion-mitchell/","Miami Heat | #45 | Guard","Davion
Mitchell","7.2","2.1","4.6","6'0"" (1.83m)","202lb (92kg)","USA","26 years","September 5, 1998","2021 R1 Pick 9","3 Years"
"https://www.nba.com/player/1628378/donovan-mitchell/","Cleveland Cavaliers | #45 | Guard","Donovan
Mitchell","23.8","4.4","4.8","6'3"" (1.91m)","215lb (98kg)","USA","28 years","September 7, 1996","2017 R1 Pick 13","7 Years"
"https://www.nba.com/player/1630596/evan-mobley/","Cleveland Cavaliers | #4 | Center","Evan
Mobley","18.7","9.3","3.1","6'11"" (2.11m)","215lb (98kg)","USA","23 years","June 18, 2001","2021 R1 Pick 3","3 Years"
"https://www.nba.com/player/1642367/jonathan-mogbo/","Toronto Raptors | #2 | Forward","Jonathan
Mogbo","5.3","4.2","1.7","6'9"" (2.06m)","225lb (102kg)","USA","23 years","October 29, 2001","2024 R2 Pick 31","Rookie"
"https://www.nba.com/player/1628370/malik-monk/","Sacramento Kings | #0 | Guard","Malik
Monk","18.1","3.8","5.9","6'3"" (1.91m)","200lb (91kg)","USA","27 years","February 4, 1998","2017 R1 Pick 11","7 Years"
"https://www.nba.com/player/1630541/moses-moody/","Golden State Warriors | #4 | Guard","Moses
Moody","10.0","2.5","1.3","6'5"" (1.96m)","211lb (96kg)","USA","22 years","May 31, 2002","2021 R1 Pick 14","3 Years"
"https://www.nba.com/player/1631386/taze-moore/",,"Taz�
Moore","3.0","4.0","0.5","6'5"" (1.96m)","195lb (88kg)","USA","26 years","June 29, 1998","Undrafted","1 Year"
