"Links","Time","Nome","PPG","RPG","APG","Altura","Peso","País","Idade","Data_de_nascimento","DRAFT","Experiência"
"https://www.nba.com/player/1631098/johnny-davis/",,"Johnny
Davis","2.4","1.1","0.3","6'4"" (1.93m)","195lb (88kg)","USA","23 years","February 27, 2002","2022 R1 Pick 10","2 Years"
"https://www.nba.com/player/1631120/jd-davison/","Boston Celtics | #20 | Guard","JD
Davison","1.6","0.6","0.3","6'1"" (1.85m)","195lb (88kg)","USA","22 years","October 3, 2002","2022 R2 Pick 53","2 Years"
"https://www.nba.com/player/1642484/rayj-dennis/","Indiana Pacers | #10 | Guard","RayJ
Dennis","0.9","0.8","0.6","6'2"" (1.88m)","180lb (82kg)","USA","23 years","March 30, 2001","Undrafted","Rookie"
"https://www.nba.com/player/201942/demar-derozan/","Sacramento Kings | #10 | Guard-Forward","DeMar
DeRozan","22.2","3.9","4.2","6'6"" (1.98m)","220lb (100kg)","USA","35 years","August 7, 1989","2009 R1 Pick 9","15 Years"
"https://www.nba.com/player/1631217/moussa-diabate/","Charlotte Hornets | #14 | Forward","Moussa
Diabat�","5.4","6.4","0.9","6'9"" (2.06m)","210lb (95kg)","France","23 years","January 21, 2002","2022 R2 Pick 43","2 Years"
"https://www.nba.com/player/1641711/gradey-dick/","Toronto Raptors | #1 | Guard-Forward","Gradey
Dick","14.4","3.6","1.8","6'6"" (1.98m)","200lb (91kg)","USA","21 years","November 20, 2003","2023 R1 Pick 13","1 Year"
"https://www.nba.com/player/1631172/ousmane-dieng/","Oklahoma City Thunder | #13 | Forward","Ousmane
Dieng","3.8","2.2","0.8","6'9"" (2.06m)","185lb (84kg)","France","21 years","May 21, 2003","2022 R1 Pick 11","2 Years"
"https://www.nba.com/player/1642265/rob-dillingham/","Minnesota Timberwolves | #4 | Guard","Rob
Dillingham","5.0","1.1","2.2","6'3"" (1.91m)","175lb (79kg)","USA","20 years","January 4, 2005","2024 R1 Pick 8","Rookie"
"https://www.nba.com/player/203915/spencer-dinwiddie/","Dallas Mavericks | #26 | Guard","Spencer
Dinwiddie","11.0","2.4","4.0","6'5"" (1.96m)","215lb (98kg)","USA","31 years","April 6, 1993","2014 R2 Pick 38","10 Years"
"https://www.nba.com/player/1628978/donte-divincenzo/","Minnesota Timberwolves | #0 | Guard","Donte
DiVincenzo","11.8","3.7","3.7","6'4"" (1.93m)","203lb (92kg)","USA","28 years","January 31, 1997","2018 R1 Pick 17","6 Years"
"https://www.nba.com/player/1629029/luka-doncic/","Los Angeles Lakers | #77 | Forward-Guard","Luka
Don?i?","27.6","8.5","7.8","6'6"" (1.98m)","230lb (104kg)","Slovenia","26 years","February 28, 1999","2018 R1 Pick 3","6 Years"
"https://www.nba.com/player/1629652/luguentz-dort/","Oklahoma City Thunder | #5 | Guard","Luguentz
Dort","9.9","4.2","1.6","6'4"" (1.93m)","220lb (100kg)","Canada","25 years","April 19, 1999","Undrafted","5 Years"
"https://www.nba.com/player/1630245/ayo-dosunmu/","Chicago Bulls | #11 | Guard","Ayo
Dosunmu","12.3","3.5","4.5","6'5"" (1.96m)","200lb (91kg)","USA","25 years","January 17, 2000","2021 R2 Pick 38","3 Years"
"https://www.nba.com/player/1630288/jeff-dowtin-jr/","Philadelphia 76ers | #11 | Guard","Jeff
Dowtin Jr.","5.9","1.5","1.8","6'3"" (1.91m)","177lb (80kg)","USA","27 years","May 10, 1997","Undrafted","3 Years"
"https://www.nba.com/player/1628408/pj-dozier/",,"PJ
Dozier","0.8","0.6","0.6","6'6"" (1.98m)","205lb (93kg)","USA","28 years","October 25, 1996","Undrafted","6 Years"
"https://www.nba.com/player/203083/andre-drummond/","Philadelphia 76ers | #1 | Center","Andre
Drummond","7.3","7.8","0.9","6'11"" (2.11m)","279lb (127kg)","USA","31 years","August 10, 1993","2012 R1 Pick 9","12 Years"
"https://www.nba.com/player/1630537/chris-duarte/",,"Chris
Duarte","2.1","1.2","0.5","6'5"" (1.96m)","190lb (86kg)","Dominican Republic","27 years","June 13, 1997","2021 R1 Pick 13","3 Years"
"https://www.nba.com/player/1642505/alex-ducas/","Oklahoma City Thunder | #88 | Guard","Alex
Ducas","1.5","1.0","0.2","6'7"" (2.01m)","220lb (100kg)","Australia","24 years","December 11, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1630561/david-duke-jr/","San Antonio Spurs | #7 | Guard","David
Duke Jr.","1.3","0.8","0.8","6'4"" (1.93m)","204lb (93kg)","USA","25 years","October 13, 1999","Undrafted","3 Years"
"https://www.nba.com/player/1627739/kris-dunn/","LA Clippers | #8 | Guard","Kris
Dunn","6.1","3.5","3.0","6'3"" (1.91m)","205lb (93kg)","USA","31 years","March 18, 1994","2016 R1 Pick 5","8 Years"
"https://www.nba.com/player/1642346/ryan-dunn/","Phoenix Suns | #0 | Forward","Ryan
Dunn","6.4","3.2","0.8","6'8"" (2.03m)","216lb (98kg)","USA","22 years","January 7, 2003","2024 R1 Pick 28","Rookie"
"https://www.nba.com/player/201142/kevin-durant/","Phoenix Suns | #35 | Forward","Kevin
Durant","26.6","6.1","4.4","6'11"" (2.11m)","240lb (109kg)","USA","36 years","September 29, 1988","2007 R1 Pick 2","16 Years"
"https://www.nba.com/player/1631105/jalen-duren/","Detroit Pistons | #0 | Center","Jalen
Duren","11.5","10.3","2.5","6'10"" (2.08m)","250lb (113kg)","USA","21 years","November 18, 2003","2022 R1 Pick 13","2 Years"
"https://www.nba.com/player/1631106/tari-eason/","Houston Rockets | #17 | Forward","Tari
Eason","12.4","6.4","1.4","6'8"" (2.03m)","215lb (98kg)","USA","23 years","May 10, 2001","2022 R1 Pick 17","2 Years"
"https://www.nba.com/player/1641744/zach-edey/","Memphis Grizzlies | #14 | Center","Zach
Edey","9.2","7.7","0.9","7'4"" (2.24m)","305lb (138kg)","Canada","22 years","May 14, 2002","2024 R1 Pick 9","Rookie"
"https://www.nba.com/player/1630162/anthony-edwards/","Minnesota Timberwolves | #5 | Guard","Anthony
Edwards","27.5","5.8","4.6","6'4"" (1.93m)","225lb (102kg)","USA","23 years","August 5, 2001","2020 R1 Pick 1","4 Years"
"https://www.nba.com/player/1642399/jesse-edwards/","Minnesota Timberwolves | #14 | Center","Jesse
Edwards","--","--","0.5","7'0"" (2.13m)","236lb (107kg)","Netherlands","25 years","March 18, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1642348/justin-edwards/","Philadelphia 76ers | #19 | Forward","Justin
Edwards","9.4","3.1","1.5","6'7"" (2.01m)","203lb (92kg)","USA","21 years","December 16, 2003","Undrafted","Rookie"
"https://www.nba.com/player/1630556/kessler-edwards/","Dallas Mavericks | #20 | Forward","Kessler
Edwards","4.3","2.8","1.1","6'7"" (2.01m)","203lb (92kg)","USA","24 years","August 9, 2000","2021 R2 Pick 44","3 Years"
"https://www.nba.com/player/1631165/keon-ellis/","Sacramento Kings | #23 | Guard","Keon
Ellis","8.4","2.6","1.4","6'4"" (1.93m)","175lb (79kg)","USA","25 years","January 8, 2000","Undrafted","2 Years"
"https://www.nba.com/player/203954/joel-embiid/","Philadelphia 76ers | #21 | Center-Forward","Joel
Embiid","23.8","8.2","4.5","7'0"" (2.13m)","280lb (127kg)","Cameroon","31 years","March 16, 1994","2014 R1 Pick 3","8 Years"
"https://www.nba.com/player/1630623/tyson-etienne/","Brooklyn Nets | #10 | Guard","Tyson
Etienne","--","--","--","6'2"" (1.88m)","200lb (91kg)","USA","25 years","September 17, 1999","Undrafted","Rookie"
"https://www.nba.com/player/1629234/drew-eubanks/","LA Clippers | #15 | Forward-Center","Drew
Eubanks","5.1","4.0","1.0","6'10"" (2.08m)","245lb (111kg)","USA","28 years","February 1, 1997","Undrafted","6 Years"
"https://www.nba.com/player/1641787/tosan-evbuomwan/","Brooklyn Nets | #12 | Forward","Tosan
Evbuomwan","9.4","4.0","1.6","6'7"" (2.01m)","217lb (98kg)","United Kingdom","24 years","February 16, 2001","Undrafted","1 Year"
"https://www.nba.com/player/203957/dante-exum/","Dallas Mavericks | #0 | Guard","Dant�
Exum","9.1","1.7","2.8","6'5"" (1.96m)","214lb (97kg)","Australia","29 years","July 13, 1995","2014 R1 Pick 5","7 Years"
"https://www.nba.com/player/1628981/bruno-fernando/",,"Bruno
Fernando","3.4","3.0","1.1","6'9"" (2.06m)","240lb (109kg)","Angola","26 years","August 15, 1998","2019 R2 Pick 34","5 Years"
"https://www.nba.com/player/1642271/kyle-filipowski/","Utah Jazz | #22 | Center","Kyle
Filipowski","8.6","5.4","1.9","6'11"" (2.11m)","250lb (113kg)","USA","21 years","November 7, 2003","2024 R2 Pick 32","Rookie"
"https://www.nba.com/player/1627827/dorian-finney-smith/","Los Angeles Lakers | #17 | Forward","Dorian
Finney-Smith","8.3","3.9","1.4","6'7"" (2.01m)","220lb (100kg)","USA","31 years","May 4, 1993","Undrafted","8 Years"
"https://www.nba.com/player/1641745/adam-flagler/","Oklahoma City Thunder | #14 | Guard","Adam
Flagler","1.5","0.6","0.3","6'3"" (1.91m)","180lb (82kg)","USA","25 years","December 1, 1999","Undrafted","1 Year"
"https://www.nba.com/player/1642280/trentyn-flowers/","LA Clippers | #9 | Forward","Trentyn
Flowers","4.5","2.0","--","6'9"" (2.06m)","185lb (84kg)","USA","20 years","March 8, 2005","Undrafted","Rookie"
"https://www.nba.com/player/1630201/malachi-flynn/",,"Malachi
Flynn","4.0","1.8","1.8","6'1"" (1.85m)","185lb (84kg)","USA","26 years","May 9, 1998","2020 R1 Pick 29","4 Years"
"https://www.nba.com/player/1631323/simone-fontecchio/","Detroit Pistons | #19 | Forward","Simone
Fontecchio","6.2","3.0","0.9","6'7"" (2.01m)","209lb (95kg)","Italy","29 years","December 9, 1995","Undrafted","2 Years"
"https://www.nba.com/player/1628368/deaaron-fox/","San Antonio Spurs | #4 | Guard","De'Aaron
Fox","23.5","4.8","6.3","6'3"" (1.91m)","185lb (84kg)","USA","27 years","December 20, 1997","2017 R1 Pick 5","7 Years"
"https://www.nba.com/player/1642402/enrique-freeman/","Indiana Pacers | #8 | Forward","Enrique
Freeman","1.7","1.0","0.4","6'7"" (2.01m)","220lb (100kg)","USA","24 years","July 29, 2000","2024 R2 Pick 50","Rookie"
"https://www.nba.com/player/1628365/markelle-fultz/","Sacramento Kings | #20 | Guard","Markelle
Fultz","2.4","0.6","0.8","6'4"" (1.93m)","209lb (95kg)","USA","26 years","May 29, 1998","2017 R1 Pick 1","7 Years"
"https://www.nba.com/player/1642277/johnny-furphy/","Indiana Pacers | #12 | Guard","Johnny
Furphy","1.6","1.2","0.2","6'9"" (2.06m)","200lb (91kg)","Australia","20 years","December 8, 2004","2024 R2 Pick 35","Rookie"
"https://www.nba.com/player/1629655/daniel-gafford/","Dallas Mavericks | #21 | Forward-Center","Daniel
Gafford","12.3","6.9","1.4","6'10"" (2.08m)","265lb (120kg)","USA","26 years","October 1, 1998","2019 R2 Pick 38","5 Years"
"https://www.nba.com/player/1629636/darius-garland/","Cleveland Cavaliers | #10 | Guard","Darius
Garland","20.9","2.7","6.7","6'1"" (1.85m)","192lb (87kg)","USA","25 years","January 26, 2000","2019 R1 Pick 5","5 Years"
"https://www.nba.com/player/1630585/marcus-garrett/",,"Marcus
Garrett","7.0","1.5","3.3","6'5"" (1.96m)","205lb (93kg)","USA","26 years","November 9, 1998","Undrafted","1 Year"
"https://www.nba.com/player/1630568/luka-garza/","Minnesota Timberwolves | #55 | Center","Luka
Garza","3.8","1.5","0.3","6'10"" (2.08m)","243lb (110kg)","USA","26 years","December 27, 1998","2021 R2 Pick 52","3 Years"
"https://www.nba.com/player/1641718/keyonte-george/","Utah Jazz | #3 | Guard","Keyonte
George","16.9","3.8","5.8","6'4"" (1.93m)","185lb (84kg)","USA","21 years","November 8, 2003","2023 R1 Pick 16","1 Year"
"https://www.nba.com/player/1642273/kyshawn-george/","Washington Wizards | #18 | Forward","Kyshawn
George","8.8","4.3","2.5","6'8"" (2.03m)","200lb (91kg)","Switzerland","21 years","December 12, 2003","2024 R1 Pick 24","Rookie"
"https://www.nba.com/player/202331/paul-george/","Philadelphia 76ers | #8 | Forward","Paul
George","16.2","5.3","4.3","6'8"" (2.03m)","220lb (100kg)","USA","34 years","May 2, 1990","2010 R1 Pick 10","14 Years"
"https://www.nba.com/player/201959/taj-gibson/","Charlotte Hornets | #67 | Forward","Taj
Gibson","3.0","3.4","0.6","6'9"" (2.06m)","232lb (105kg)","USA","39 years","June 24, 1985","2009 R1 Pick 26","15 Years"
"https://www.nba.com/player/1630581/josh-giddey/","Chicago Bulls | #3 | Guard","Josh
Giddey","14.0","7.7","6.9","6'8"" (2.03m)","216lb (98kg)","Australia","22 years","October 10, 2002","2021 R1 Pick 6","3 Years"
"https://www.nba.com/player/1628983/shai-gilgeous-alexander/","Oklahoma City Thunder | #2 | Guard","Shai
Gilgeous-Alexander","32.9","5.1","6.3","6'6"" (1.98m)","195lb (88kg)","Canada","26 years","July 12, 1998","2018 R1 Pick 11","6 Years"
"https://www.nba.com/player/1630264/anthony-gill/","Washington Wizards | #16 | Forward","Anthony
Gill","2.3","1.0","0.3","6'8"" (2.03m)","230lb (104kg)","USA","32 years","October 17, 1992","Undrafted","4 Years"
"https://www.nba.com/player/1631221/collin-gillespie/","Phoenix Suns | #12 | Guard","Collin
Gillespie","3.8","1.6","1.8","6'1"" (1.85m)","195lb (88kg)","USA","25 years","June 25, 1999","Undrafted","1 Year"
"https://www.nba.com/player/203497/rudy-gobert/","Minnesota Timberwolves | #27 | Center","Rudy
Gobert","10.9","10.3","1.8","7'1"" (2.16m)","258lb (117kg)","France","32 years","June 26, 1992","2013 R1 Pick 27","11 Years"
"https://www.nba.com/player/1630692/jordan-goodwin/","Los Angeles Lakers | #30 | Guard","Jordan
Goodwin","7.0","4.2","1.5","6'5"" (1.96m)","215lb (98kg)","USA","26 years","October 23, 1998","Undrafted","3 Years"
"https://www.nba.com/player/203932/aaron-gordon/","Denver Nuggets | #32 | Forward","Aaron
Gordon","14.3","5.0","3.0","6'8"" (2.03m)","235lb (107kg)","USA","29 years","September 16, 1995","2014 R1 Pick 4","10 Years"
"https://www.nba.com/player/201569/eric-gordon/","Philadelphia 76ers | #23 | Guard","Eric
Gordon","6.8","1.2","1.7","6'3"" (1.91m)","215lb (98kg)","USA","36 years","December 25, 1988","2008 R1 Pick 7","16 Years"
"https://www.nba.com/player/1641789/jazian-gortman/",,"Jazian
Gortman","1.5","0.3","0.4","6'2"" (1.88m)","184lb (83kg)","USA","22 years","March 14, 2003","Undrafted","Rookie"
"https://www.nba.com/player/203924/jerami-grant/","Portland Trail Blazers | #9 | Forward","Jerami
Grant","14.4","3.5","2.1","6'7"" (2.01m)","210lb (95kg)","USA","31 years","March 12, 1994","2014 R2 Pick 39","10 Years"
"https://www.nba.com/player/1631260/aj-green/","Milwaukee Bucks | #20 | Guard","AJ
Green","7.3","2.2","1.4","6'4"" (1.93m)","190lb (86kg)","USA","25 years","September 27, 1999","Undrafted","2 Years"
"https://www.nba.com/player/203110/draymond-green/","Golden State Warriors | #23 | Forward","Draymond
Green","9.2","6.2","5.7","6'6"" (1.98m)","230lb (104kg)","USA","35 years","March 4, 1990","2012 R2 Pick 35","12 Years"
"https://www.nba.com/player/1630224/jalen-green/","Houston Rockets | #4 | Guard","Jalen
Green","21.2","4.6","3.4","6'4"" (1.93m)","186lb (84kg)","USA","23 years","February 9, 2002","2021 R1 Pick 2","3 Years"
"https://www.nba.com/player/1629750/javonte-green/","Cleveland Cavaliers | #8 | Guard","Javonte
Green","5.6","3.4","0.9","6'5"" (1.96m)","205lb (93kg)","USA","31 years","July 23, 1993","Undrafted","5 Years"
"https://www.nba.com/player/201145/jeff-green/","Houston Rockets | #32 | Forward","Jeff
Green","4.9","1.7","0.5","6'8"" (2.03m)","235lb (107kg)","USA","38 years","August 28, 1986","2007 R1 Pick 5","16 Years"
"https://www.nba.com/player/1630182/josh-green/","Charlotte Hornets | #10 | Guard","Josh
Green","7.4","2.6","1.6","6'5"" (1.96m)","200lb (91kg)","Australia","24 years","November 16, 2000","2020 R1 Pick 18","4 Years"
"https://www.nba.com/player/1629656/quentin-grimes/","Philadelphia 76ers | #5 | Guard","Quentin
Grimes","13.6","4.2","2.7","6'4"" (1.93m)","210lb (95kg)","USA","24 years","May 8, 2000","2021 R1 Pick 25","3 Years"
"https://www.nba.com/player/1631243/mouhamed-gueye/","Atlanta Hawks | #18 | Forward","Mouhamed
Gueye","5.9","3.3","0.7","6'10"" (2.08m)","210lb (95kg)","Senegal","22 years","November 9, 2002","2023 R2 Pick 39","1 Year"
"https://www.nba.com/player/1629060/rui-hachimura/","Los Angeles Lakers | #28 | Forward","Rui
Hachimura","13.1","5.2","1.5","6'8"" (2.03m)","230lb (104kg)","Japan","27 years","February 8, 1998","2019 R1 Pick 9","5 Years"
"https://www.nba.com/player/1630169/tyrese-haliburton/","Indiana Pacers | #0 | Guard","Tyrese
Haliburton","18.4","3.6","9.1","6'5"" (1.96m)","185lb (84kg)","USA","25 years","February 29, 2000","2020 R1 Pick 12","4 Years"
"https://www.nba.com/player/1641790/pj-hall/","Denver Nuggets | #13 | Center","PJ
Hall","1.4","1.1","0.2","6'10"" (2.08m)","245lb (111kg)","USA","23 years","February 21, 2002","Undrafted","Rookie"
"https://www.nba.com/player/203501/tim-hardaway-jr/","Detroit Pistons | #8 | Guard-Forward","Tim
Hardaway Jr.","10.3","2.4","1.6","6'5"" (1.96m)","205lb (93kg)","USA","33 years","March 16, 1992","2013 R1 Pick 24","11 Years"
"https://www.nba.com/player/201935/james-harden/","LA Clippers | #1 | Guard","James
Harden","22.6","5.8","8.7","6'5"" (1.96m)","220lb (100kg)","USA","35 years","August 26, 1989","2009 R1 Pick 3","15 Years"
"https://www.nba.com/player/1630702/jaden-hardy/","Dallas Mavericks | #1 | Guard","Jaden
Hardy","8.1","1.5","1.4","6'3"" (1.91m)","198lb (90kg)","USA","22 years","July 5, 2002","2022 R2 Pick 37","2 Years"
"https://www.nba.com/player/1641989/elijah-harkless/","Utah Jazz | #16 | Guard","Elijah
Harkless","3.2","2.1","0.8","6'3"" (1.91m)","195lb (88kg)","USA","25 years","February 3, 2000","Undrafted","Rookie"
"https://www.nba.com/player/1631199/ron-harper-jr/","Detroit Pistons | #13 | Guard-Forward","Ron
Harper Jr.","--","--","1.0","6'4"" (1.93m)","233lb (106kg)","USA","24 years","April 12, 2000","Undrafted","2 Years"
"https://www.nba.com/player/203914/gary-harris/","Orlando Magic | #14 | Guard","Gary
Harris","2.8","1.3","0.5","6'4"" (1.93m)","210lb (95kg)","USA","30 years","September 14, 1994","2014 R1 Pick 19","10 Years"
"https://www.nba.com/player/202699/tobias-harris/","Detroit Pistons | #12 | Forward","Tobias
Harris","13.8","6.1","2.2","6'8"" (2.03m)","226lb (103kg)","USA","32 years","July 15, 1992","2011 R1 Pick 19","13 Years"
"https://www.nba.com/player/1628404/josh-hart/","New York Knicks | #3 | Guard","Josh
Hart","13.9","9.7","5.7","6'4"" (1.93m)","215lb (98kg)","USA","30 years","March 6, 1995","2017 R1 Pick 30","7 Years"
"https://www.nba.com/player/1628392/isaiah-hartenstein/","Oklahoma City Thunder | #55 | Center-Forward","Isaiah
Hartenstein","11.4","11.1","3.9","7'0"" (2.13m)","250lb (113kg)","Germany","26 years","May 5, 1998","2017 R2 Pick 43","6 Years"
"https://www.nba.com/player/1630573/sam-hauser/","Boston Celtics | #30 | Forward","Sam
Hauser","7.8","3.1","0.9","6'7"" (2.01m)","217lb (98kg)","USA","27 years","December 8, 1997","Undrafted","3 Years"
"https://www.nba.com/player/1641722/jordan-hawkins/","New Orleans Pelicans | #24 | Guard","Jordan
Hawkins","10.6","2.7","1.2","6'5"" (1.96m)","190lb (86kg)","USA","22 years","April 29, 2002","2023 R1 Pick 14","1 Year"
"https://www.nba.com/player/1629637/jaxson-hayes/","Los Angeles Lakers | #11 | Center-Forward","Jaxson
Hayes","6.9","4.8","1.2","7'0"" (2.13m)","220lb (100kg)","USA","24 years","May 23, 2000","2019 R1 Pick 8","5 Years"
"https://www.nba.com/player/1630165/killian-hayes/",,"Killian
Hayes","9.0","3.0","5.2","6'5"" (1.96m)","195lb (88kg)","France","23 years","July 27, 2001","2020 R1 Pick 7","4 Years"
"https://www.nba.com/player/1630703/scoot-henderson/","Portland Trail Blazers | #00 | Guard","Scoot
Henderson","12.8","3.0","5.0","6'3"" (1.91m)","206lb (93kg)","USA","21 years","February 3, 2004","2023 R1 Pick 3","1 Year"
"https://www.nba.com/player/1641707/taylor-hendricks/","Utah Jazz | #0 | Forward","Taylor
Hendricks","4.7","5.0","0.7","6'9"" (2.06m)","215lb (98kg)","USA","21 years","November 22, 2003","2023 R1 Pick 9","1 Year"
"https://www.nba.com/player/1629639/tyler-herro/","Miami Heat | #14 | Guard","Tyler
Herro","23.4","5.2","5.6","6'5"" (1.96m)","195lb (88kg)","USA","25 years","January 20, 2000","2019 R1 Pick 13","5 Years"
"https://www.nba.com/player/1627741/buddy-hield/","Golden State Warriors | #7 | Guard","Buddy
Hield","11.2","3.2","1.7","6'4"" (1.93m)","220lb (100kg)","Bahamas","32 years","December 17, 1992","2016 R1 Pick 6","8 Years"
"https://www.nba.com/player/1629312/haywood-highsmith/","Miami Heat | #24 | Forward","Haywood
Highsmith","6.3","3.1","1.4","6'5"" (1.96m)","220lb (100kg)","USA","28 years","December 9, 1996","2018 ","4 Years"
"https://www.nba.com/player/1628988/aaron-holiday/","Houston Rockets | #0 | Guard","Aaron
Holiday","5.3","1.3","1.3","6'0"" (1.83m)","185lb (84kg)","USA","28 years","September 30, 1996","2018 R1 Pick 23","6 Years"
"https://www.nba.com/player/201950/jrue-holiday/","Boston Celtics | #4 | Guard","Jrue
Holiday","10.9","4.3","3.8","6'4"" (1.93m)","205lb (93kg)","USA","34 years","June 12, 1990","2009 R1 Pick 17","15 Years"
"https://www.nba.com/player/1641842/ronald-holland-ii/","Detroit Pistons | #00 | Forward","Ronald
Holland II","6.3","2.6","0.9","6'8"" (2.03m)","206lb (93kg)","USA","19 years","July 7, 2005","2024 R1 Pick 5","Rookie"
"https://www.nba.com/player/1626158/richaun-holmes/","Washington Wizards | #22 | Forward","Richaun
Holmes","7.5","5.9","1.5","6'9"" (2.06m)","235lb (107kg)","USA","31 years","October 15, 1993","2015 R2 Pick 37","9 Years"
"https://www.nba.com/player/1641747/daron-holmes-ii/","Denver Nuggets | #14 | Forward","DaRon
Holmes II","--","--","--","6'10"" (2.08m)","225lb (102kg)","USA","22 years","August 15, 2002","2024 R1 Pick 22","Rookie"
"https://www.nba.com/player/1631096/chet-holmgren/","Oklahoma City Thunder | #7 | Center-Forward","Chet
Holmgren","15.2","8.3","1.8","7'1"" (2.16m)","208lb (94kg)","USA","22 years","May 1, 2002","2022 R1 Pick 2","1 Year"
"https://www.nba.com/player/1641720/jalen-hood-schifino/","Philadelphia 76ers | #17 | Guard","Jalen
Hood-Schifino","7.0","1.7","2.1","6'5"" (1.96m)","210lb (95kg)","USA","21 years","June 19, 2003","2023 R1 Pick 17","1 Year"
"https://www.nba.com/player/201143/al-horford/","Boston Celtics | #42 | Center-Forward","Al
Horford","8.4","5.9","2.1","6'9"" (2.06m)","240lb (109kg)","Dominican Republic","38 years","June 3, 1986","2007 R1 Pick 3","17 Years"
"https://www.nba.com/player/1629659/talen-horton-tucker/","Chicago Bulls | #22 | Guard","Talen
Horton-Tucker","5.4","1.7","1.3","6'4"" (1.93m)","234lb (106kg)","USA","24 years","November 25, 2000","2019 R2 Pick 46","5 Years"
"https://www.nba.com/player/1631216/caleb-houstan/","Orlando Magic | #2 | Guard","Caleb
Houstan","3.2","1.0","0.4","6'8"" (2.03m)","205lb (93kg)","Canada","22 years","January 9, 2003","2022 R2 Pick 32","2 Years"
"https://www.nba.com/player/1641724/jett-howard/","Orlando Magic | #13 | Guard","Jett
Howard","4.1","1.2","0.7","6'6"" (1.98m)","215lb (98kg)","USA","21 years","September 14, 2003","2023 R1 Pick 11","1 Year"
"https://www.nba.com/player/1628989/kevin-huerter/","Chicago Bulls | #13 | Guard-Forward","Kevin
Huerter","9.3","3.0","2.0","6'7"" (2.01m)","198lb (90kg)","USA","26 years","August 27, 1998","2018 R1 Pick 19","6 Years"
"https://www.nba.com/player/1630643/jay-huff/","Memphis Grizzlies | #30 | Center","Jay
Huff","7.0","2.1","0.6","7'1"" (2.16m)","240lb (109kg)","USA","27 years","August 25, 1997","Undrafted","3 Years"
"https://www.nba.com/player/1630574/ariel-hukporti/","New York Knicks | #55 | Center","Ariel
Hukporti","1.9","2.0","0.4","6'11"" (2.11m)","246lb (112kg)","Germany","22 years","April 12, 2002","2024 R2 Pick 58","Rookie"
"https://www.nba.com/player/1629631/deandre-hunter/","Cleveland Cavaliers | #12 | Forward-Guard","De'Andre
Hunter","17.4","3.9","1.4","6'8"" (2.03m)","221lb (100kg)","USA","27 years","December 2, 1997","2019 R1 Pick 4","5 Years"
"https://www.nba.com/player/1630538/bones-hyland/","Minnesota Timberwolves | #77 | Guard","Bones
Hyland","6.8","1.1","1.4","6'2"" (1.88m)","169lb (77kg)","USA","24 years","September 14, 2000","2021 R1 Pick 26","3 Years"
"https://www.nba.com/player/1642345/oso-ighodaro/","Phoenix Suns | #4 | Forward","Oso
Ighodaro","3.7","3.6","1.1","7'0"" (2.13m)","235lb (107kg)","USA","22 years","July 14, 2002","2024 R2 Pick 40","Rookie"
"https://www.nba.com/player/204060/joe-ingles/","Minnesota Timberwolves | #7 | Forward-Guard","Joe
Ingles","0.8","0.6","1.2","6'8"" (2.03m)","220lb (100kg)","Australia","37 years","October 2, 1987","Undrafted","10 Years"
"https://www.nba.com/player/1627742/brandon-ingram/","Toronto Raptors | #3 | Forward","Brandon
Ingram","22.2","5.6","5.2","6'8"" (2.03m)","190lb (86kg)","USA","27 years","September 2, 1997","2016 R1 Pick 2","8 Years"
"https://www.nba.com/player/1631127/harrison-ingram/","San Antonio Spurs | #55 | Forward","Harrison
Ingram","0.7","1.7","0.3","6'5"" (1.96m)","230lb (104kg)","USA","22 years","November 27, 2002","2024 R2 Pick 48","Rookie"
"https://www.nba.com/player/202681/kyrie-irving/","Dallas Mavericks | #11 | Guard","Kyrie
Irving","24.7","4.8","4.6","6'2"" (1.88m)","195lb (88kg)","Australia","33 years","March 23, 1992","2011 R1 Pick 1","13 Years"
"https://www.nba.com/player/1628371/jonathan-isaac/","Orlando Magic | #1 | Forward","Jonathan
Isaac","5.5","4.5","0.5","6'10"" (2.08m)","230lb (104kg)","USA","27 years","October 3, 1997","2017 R1 Pick 6","5 Years"
"https://www.nba.com/player/1631093/jaden-ivey/","Detroit Pistons | #23 | Guard","Jaden
Ivey","17.6","4.1","4.0","6'4"" (1.93m)","195lb (88kg)","USA","23 years","February 13, 2002","2022 R1 Pick 5","2 Years"
"https://www.nba.com/player/1641713/gg-jackson/","Memphis Grizzlies | #45 | Forward","GG
Jackson","7.8","3.2","1.0","6'9"" (2.06m)","210lb (95kg)","USA","20 years","December 17, 2004","2023 R2 Pick 45","1 Year"
"https://www.nba.com/player/1630543/isaiah-jackson/","Indiana Pacers | #22 | Forward","Isaiah
Jackson","7.0","5.6","1.0","6'9"" (2.06m)","205lb (93kg)","USA","23 years","January 10, 2002","2021 R1 Pick 22","3 Years"
"https://www.nba.com/player/1631245/quenton-jackson/","Indiana Pacers | #29 | Guard","Quenton
Jackson","5.3","1.5","1.7","6'5"" (1.96m)","173lb (78kg)","USA","26 years","September 15, 1998","Undrafted","2 Years"
"https://www.nba.com/player/202704/reggie-jackson/",,"Reggie
Jackson","4.4","1.4","1.5","6'2"" (1.88m)","208lb (94kg)","USA","34 years","April 16, 1990","2011 R1 Pick 24","13 Years"
